Driver / Operator Type,Incident Time (24:00),Lighting,Roadway Type,Posted Speed Limit (MPH),State,Weather - Clear,Weather - Rain,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Severe Wind,Roadway Surface,Roadway Description,SV Pre-Crash Movement,CP Pre-Crash Movement,SV Precrash Speed (MPH),Crash With,SV Contact Area - Front,SV Contact Area - Rear,SV Contact Area - Left,SV Contact Area - Right,SV Contact Area - Front Left,SV Contact Area - Front Right,SV Contact Area - Rear Left,SV Contact Area - Rear Right,SV Were All Passengers Belted?,CP Any Air Bags Deployed?,SV Any Air Bags Deployed?,Automation System Engaged?,ADS Equipped?,Make,Model Year,Mileage,CP Was Vehicle Towed?,SV Was Vehicle Towed?,Highest Injury Severity
Consumer,16:30,Dark - Not Lighted,Traffic Circle,29.75469578145211,GA , , , ,Y, , ,Snow / Slush / Ice,Unknown,"Other, see Narrative",Unknown,41.34024922099721,SUV, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2022.5528806958062,1928.4802000533084,Unknown,Unknown,Fatality
Consumer,23:30,Unknown,Unknown,63.17980196896055,FL ,Y, , , , , ,Unknown,Traffic Incident,Unknown,Unknown,3.6286834559850702,Pickup Truck, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Peterbilt,2021.2558434262394,9335.36694297031,Unknown,Yes,Fatality
Consumer,9:32,Dark - Lighted,Traffic Circle,35.82597137187736,CA ,Y, , , , , ,"Other, see Narrative",Traffic Incident,Unknown,Unknown,18.552922364977828,Pickup Truck, , , , , , ,Y, ,Unknown,Unknown,Yes,ADS,No,Tesla,2022.2547241468815,5393.211817766374,Unknown,Unknown,Fatality
Consumer,8:51,"Other, see Narrative",Street,60.51453154373603,FL ,Y, , , , , ,Unknown,Unknown,Unknown,Unknown,62.81477586724975,SUV, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2021.227306538171,2976.9595180338997,Unknown,Unknown,Fatality
Consumer,Unknown,Unknown,Unknown,25.018148673577112,NJ ,Y, , , , , ,Dry,Unknown,Unknown,Unknown,3.4067121925139565,Pickup Truck,Y, , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2021.9694797122108,9855.844119665626,Unknown,Unknown,Fatality
Consumer,11:46,Daylight,Street,37.0834862240004,CT ,Y, , , , , ,Dry,Unknown,Stopped,Unknown,38.039671201814606,Pole / Tree, , , , , , , , ,Unknown,Unknown,Yes,ADS,No,Tesla,2022.314987800901,4377.502990019841,Unknown,Unknown,Fatality
Consumer,Unknown,Unknown,Unknown,24.87957769013213,CO , ,Y, , , , ,Unknown,Unknown,Unknown,Unknown,3.3710714198687866,Pole / Tree, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2021.1558577033236,9380.259332724341,Unknown,Unknown,Fatality
Consumer,Unknown,Unknown,Highway / Freeway,24.902720337731406,DE , , , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,3.326635866630183,SUV, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2021.212751981941,9369.944800739175,Unknown,No,Fatality
Consumer,7:04,"Other, see Narrative",Parking Lot,39.04201538965957,CA ,Y, , , , , ,Unknown,Unknown,Unknown,Unknown,15.76563419763624,"Other, see Narrative", , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Kenworth Motor Truck Co,2021.3453328140383,4729.230890690938,Unknown,Yes,Fatality
Consumer,15:10,Daylight,Unknown,43.48545528806742,CA ,Y, , , , , ,Snow / Slush / Ice,Unknown,Stopped,Unknown,22.2914722178493,SUV, , , , , , , ,Y,Unknown,Unknown,Yes,ADS,No,Tesla,2022.0924011593922,1468.7459140630951,Unknown,Unknown,Fatality
Consumer,11:46,Unknown,Parking Lot,24.993127230683417,CA , , , , , , ,Unknown,Unknown,Unknown,Unknown,3.3126468285251716,Pole / Tree, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2018.2508477517338,18697.915242331175,Unknown,Unknown,Fatality
Consumer,21:49,Unknown,Unknown,44.774135795656655,MI , , , ,Y, , ,"Other, see Narrative","Other, see Narrative",Unknown,Stopped,6.295908721739991,Motorcycle, ,Y, , , , , ,Y,Yes,Unknown,Unknown,ADAS,No,Tesla,2019.1476639855814,18697.96578142033,Unknown,Unknown,Fatality
Consumer,21:49,Daylight,Highway / Freeway,41.95608728072935,DC ,Y, , , , , ,Dry,Unknown,Proceeding Straight,Stopped,4.4441991654596915,Passenger Car, ,Y, , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2020.1741528692799,18698.106087520133,Unknown,Unknown,Fatality
Consumer,22:37,Unknown,Highway / Freeway,25.048775698751264,CA , , , , , , ,Unknown,Unknown,Unknown,Unknown,3.5477513257147706,Pickup Truck, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Tesla,2018.7132502828401,18697.852005662236,Unknown,Unknown,Fatality
Consumer,5:14,Unknown,Highway / Freeway,24.90091669043573,FL , , ,Y, , , ,Unknown,Unknown,Stopped,Parked,3.7487357777215538,"Other, see Narrative", , , , , , , , ,Unknown,Unknown,Unknown,ADS,No,Tesla,2019.349593197998,18698.30260905308,Unknown,Unknown,Fatality
Consumer,2:31,Unknown,Highway / Freeway,25.19857468737414,NJ , , ,Y, , , ,Unknown,Unknown,Stopped,Unknown,3.3638696437875026,First Responder Vehicle,Y, , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.0841861925114,18697.960412484397,Unknown,Unknown,Fatality
Consumer,22:37,Unknown,Highway / Freeway,24.816267577687547,CA ,Y, , , , , ,Unknown,Unknown,Unknown,Unknown,3.4988025323985146,Pickup Truck, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Tesla,2018.9878240900857,18697.961859855768,Unknown,Unknown,Fatality
Consumer,22:37,Unknown,Highway / Freeway,25.10246943124592,CA , , ,Y, , , ,Unknown,Unknown,Unknown,Unknown,3.5670600951401603,Pickup Truck,Y,Y, , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Tesla,2018.8963026194292,18698.02548961227,Unknown,Unknown,Fatality
Consumer,2:20,Dark - Lighted,Intersection,25.113635468020632,CA , , , ,Y, , ,Snow / Slush / Ice,Unknown,Unknown,Unknown,1.134599426493419,"Other, see Narrative", , , , , , , ,Y,Unknown,Unknown,Yes,ADS,No,Tesla,2019.1272420263365,18697.96562118186,Unknown,No,Fatality
Consumer,8:55,"Other, see Narrative",Parking Lot,25.112541457415254,NY , ,Y, , , , ,Dry,Traffic Incident,Stopped,Unknown,0.9540282041752184,Pickup Truck, , , , , , ,Y,Y,Unknown,Unknown,Unknown,ADS,No,Tesla,2018.9894821519047,18697.835920621434,Unknown,Unknown,Fatality
Consumer,8:04,"Other, see Narrative",Rural Road,24.874091943873356,CO , , , , , , ,Dry,No Unusual Conditions,Unknown,Unknown,1.672508463853648,Pickup Truck, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Tesla,2019.0724425255585,18698.14227400001,Unknown,Unknown,Fatality
Consumer,22:37,Daylight,Intersection,25.003803697913405,CA , , , ,Y, , ,"Other, see Narrative",No Unusual Conditions,Stopped,Unknown,0.34999095950823844,Pickup Truck, ,Y, , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Tesla,2019.075248194517,18697.819583916105,Unknown,Unknown,Fatality
Consumer,5:18,Unknown,Rural Road,24.95652993393354,CA ,Y, , , , , ,Unknown,Unknown,Unknown,Unknown,3.5232763369308078,Pole / Tree, , , , , , , , ,Unknown,Not Applicable,Unknown,ADAS,No,Tesla,2017.956040094729,18698.2064476145,Unknown,Unknown,Fatality
Consumer,3:35,Unknown,Highway / Freeway,25.06757446548406,CA , , ,Y, , , ,Unknown,Work Zone,Unknown,Unknown,3.4467709753168676,Unknown, , , , , , , , ,Unknown,Unknown,Unknown,ADS,No,Tesla,2018.394247101181,18698.07340656258,Unknown,Unknown,Fatality
Consumer,22:37,Unknown,Highway / Freeway,25.11293134283599,CA , ,Y, , , , ,Unknown,No Unusual Conditions,Unknown,Unknown,3.517613275179035,Pickup Truck, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.0043147940246,18697.89076464138,Unknown,Unknown,Fatality
Consumer,5:55,Unknown,Highway / Freeway,24.84487593733387,CA , ,Y, , , , ,Unknown,Unknown,Stopped,Unknown,3.617544997047314,Non-Motorist: Other, , , , , , , , ,Unknown,Unknown,Unknown,ADS,No,Tesla,2019.5040762221445,18698.246403629528,Unknown,Unknown,Fatality
Consumer,3:35,Unknown,Highway / Freeway,24.904388788255233,DE , , , , , , ,Unknown,Unknown,Unknown,Unknown,3.4272484291892216,Pickup Truck, ,Y, , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.382098395476,18698.034617520047,Unknown,Unknown,Fatality
Consumer,11:46,Daylight,Highway / Freeway,38.23126102321489,OK , , , , , , ,Snow / Slush / Ice,Unknown,Stopped,Stopped,3.514385100081294,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,ADS,No,Tesla,2019.710935164781,18697.982308048446,Unknown,Unknown,Fatality
Consumer,22:12,Unknown,Highway / Freeway,31.930426651454166,CT ,Y, , , , , ,Snow / Slush / Ice,Traffic Incident,Stopped,Stopped,7.463551920175247,Passenger Car, ,Y, , , , ,Y,Y,Unknown,Unknown,Unknown,ADS,No,Tesla,2019.1274721530942,18697.937915407285,Unknown,Unknown,Fatality
Consumer,9:20,Unknown,Highway / Freeway,24.966859720840727,CA , , , , , , ,Unknown,Unknown,Unknown,Unknown,3.4469434350821566,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,ADS,No,Tesla,2018.982209158076,18698.025950932228,Unknown,Unknown,Fatality
Consumer,21:45,Unknown,Highway / Freeway,40.637287275013556,MD ,Y, , , , , ,Unknown,No Unusual Conditions,Stopped,Stopped,7.74075519077577,Pole / Tree, ,Y, , , , , ,Y,Unknown,Unknown,Unknown,ADS,No,Tesla,2019.2293319461792,18698.374914023825,Unknown,Unknown,Fatality
Consumer,8:50,Dark - Unknown Lighting,Street,30.02853329309935,CO , ,Y, , , , ,Snow / Slush / Ice,Unknown,Stopped,Unknown,44.392546239575886,Pole / Tree, , , , , , , , ,Yes,Unknown,Unknown,ADAS,No,Tesla,2022.340851177528,1936.5365021574187,Unknown,Unknown,Fatality
Consumer,2:19,Dark - Unknown Lighting,Street,43.75860912949777,DC ,Y, , , , , ,Snow / Slush / Ice,Traffic Incident,Stopped,Unknown,11.30900413647101,SUV, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Tesla,2022.8239656031913,7749.789722707018,Unknown,Unknown,Fatality
Consumer,2:50,Unknown,Highway / Freeway,42.483282843104654,CA ,Y, , , , , ,Snow / Slush / Ice,Unknown,Stopped,Unknown,45.13752541045817,Other Fixed Object, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2022.0651986892733,3602.5023502422882,Unknown,Unknown,Fatality
Consumer,Unknown,Dark - Lighted,Street,44.8409411392301,CA ,Y, , , , , ,Dry,Unknown,Proceeding Straight,Unknown,47.06668166561966,Pickup Truck, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2022.8558952705475,589.986202999933,Unknown,Unknown,Fatality
Consumer,10:15,Dawn / Dusk,Street,44.487922973118614,IN , ,Y, , , , ,Unknown,Unknown,Proceeding Straight,Unknown,33.248232533015674,Pickup Truck, , , , , , , , ,Yes,Unknown,Unknown,ADAS,No,Tesla,2020.645557920518,13883.28003285002,Unknown,Unknown,Fatality
Consumer,05:15,Dark - Lighted,Unknown,44.87747240030715,CA ,Y, , , , , ,Dry,Unknown,Proceeding Straight,Unknown,46.94454786595887,Passenger Car, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2023.253889972303,589.8607735420161,Unknown,Unknown,Fatality
Consumer,23:23,"Other, see Narrative",Street,44.85103324315202,DC , ,Y, , , , ,Snow / Slush / Ice,Unknown,"Other, see Narrative",Unknown,45.491853940406386,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2020.5318619788552,15043.905847324771,Unknown,Unknown,Fatality
Consumer,1:43,Dark - Not Lighted,Traffic Circle,33.24401190878292,CT ,Y, , , , , ,Dry,Unknown,Stopped,Unknown,19.756954998105375,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2017.2063607452674,5289.197902327474,Unknown,Unknown,Fatality
Consumer,11:53,Dark - Not Lighted,Rural Road,61.712642683402414,CA ,Y, , , , , ,"Other, see Narrative",Unknown,Proceeding Straight,Unknown,68.6243060800204,Other Fixed Object, , , , ,Y, , , ,Unknown,Unknown,Yes,ADS,No,Subaru,2022.7548106183679,1215.1024526696008,Unknown,Yes,Fatality
Consumer,13:27,"Other, see Narrative",Traffic Circle,43.49739966862117,NJ , ,Y, , , , ,Unknown,Unknown,Stopped,Unknown,32.85610346320655,Pickup Truck, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2022.4195513325712,4574.62945084631,Unknown,Unknown,Fatality
Consumer,2:07,Daylight,Unknown,28.214381872824863,DE ,Y, , , , , ,Dry,Unknown,Unknown,Unknown,41.499461653200456,Pole / Tree, , , , , , , , ,Unknown,Unknown,Unknown,ADS,No,Tesla,2022.2044119620584,3432.9318349333603,Unknown,Yes,Fatality
Consumer,18:08,Daylight,Street,35.653842364697624,CA ,Y, , , , , ,Dry,Unknown,Unknown,Unknown,22.684983882462024,Unknown, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2022.5469331471156,2567.139222252348,Unknown,Unknown,Fatality
Consumer,11:53,Dark - Not Lighted,Rural Road,56.39402917409021,CO ,Y, , , , , ,Snow / Slush / Ice,Unknown,Proceeding Straight,Unknown,51.067771405506605,Passenger Car, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Peterbilt,2022.198199460814,1896.2297899890514,Unknown,Unknown,Fatality
Consumer,16:54,Dark - Lighted,Street,37.42064000758702,FL ,Y, , , , , ,"Other, see Narrative",Unknown,Stopped,Unknown,24.14937528362082,Pickup Truck, , , , , , , , ,Unknown,Unknown,Unknown,ADS,No,Tesla,2022.4228149447667,1512.6411236036095,Unknown,Unknown,Fatality
Consumer,23:00,Dark - Lighted,Traffic Circle,39.19622936676497,DE ,Y, , , , , ,Unknown,Unknown,Unknown,Unknown,40.324306982151626,Pole / Tree, , , , , , , , ,Unknown,Unknown,Yes,ADS,No,Tesla,2022.5029067432486,4750.572527900712,Unknown,Unknown,Fatality
Consumer,13:23,Unknown,Traffic Circle,26.635570037778916,CT , ,Y, , , , ,Unknown,Unknown,Stopped,Unknown,3.588105103912294,SUV, , , ,Y, , , , ,Unknown,Unknown,Yes,ADS,No,Tesla,2022.2248409313108,3756.4748460459705,Unknown,Unknown,Fatality
Consumer,4:37,Unknown,Highway / Freeway,30.678812092918395,CA ,Y, , , , , ,"Other, see Narrative",Unknown,Proceeding Straight,Traveling Wrong Way,12.804612840356434,Pole / Tree, , , , ,Y, , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2022.4009429592306,4887.545687567262,Unknown,Unknown,Fatality
Consumer,11:46,Dark - Lighted,Unknown,45.09660306418236,CA ,Y, , , , , ,Dry,Unknown,Proceeding Straight,Unknown,46.92654165238036,Pickup Truck, , , , , , , ,Y,Unknown,Unknown,Yes,ADAS,No,Tesla,2022.9118585990477,590.2860697228432,Unknown,Unknown,Fatality
Consumer,11:07,Dawn / Dusk,Traffic Circle,43.827357447142624,CO ,Y, , , , , ,"Other, see Narrative",Unknown,Stopped,Unknown,39.33831851021324,Pole / Tree, , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Tesla,2023.222625689965,3118.476341392791,Unknown,Unknown,Fatality
Consumer,05:15,Dark - Lighted,Street,44.92301319017253,CA ,Y, , , , , ,Dry,Unknown,Proceeding Straight,Unknown,47.04365602979786,Passenger Car, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2023.0196815472427,590.0445874918479,Unknown,Unknown,Fatality
Consumer,15:05,"Other, see Narrative",Traffic Circle,30.55964862358006,DC ,Y, , , , , ,Snow / Slush / Ice,Unknown,Unknown,Unknown,25.330144219904497,First Responder Vehicle, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2022.159287519308,8042.119751250168,Unknown,Unknown,Fatality
Consumer,22:37,Daylight,Highway / Freeway,33.69609457190064,MN ,Y, , , , , ,"Other, see Narrative","Other, see Narrative",Stopped,Traveling Wrong Way,7.6003964219235645,"Other, see Narrative", ,Y, , , , ,Y, ,Unknown,Unknown,Unknown,ADS,No,Tesla,2019.342529509582,18697.93878839217,Unknown,Unknown,Fatality
Consumer,20:30,Dark - Lighted,Highway / Freeway,54.90080289503707,SC ,Y, , , , , ,Dry,No Unusual Conditions,Unknown,Proceeding Straight,8.087503667434044,"Other, see Narrative", , , , , , , ,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.8393143238789,18697.96499027177,Unknown,Unknown,Fatality
Consumer,22:12,Unknown,Highway / Freeway,36.213116618359585,CA ,Y, , , , , ,Dry,"Other, see Narrative",Stopped,Traveling Wrong Way,4.152637911615029,Passenger Car, , , , , , , ,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.6298731857337,18698.12731432578,Unknown,Unknown,Fatality
Consumer,05:15,Unknown,Highway / Freeway,47.552681802205015,NV ,Y, , , , , ,Snow / Slush / Ice,"Other, see Narrative",Unknown,Traveling Wrong Way,7.443410954253123,Non-Motorist: Pedestrian, , , , , , , ,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2020.1027275255617,18698.126061813808,Unknown,Unknown,Fatality
Consumer,3:53,Daylight,Intersection,41.57661059111201,NY ,Y, , , , , ,"Other, see Narrative",Traffic Incident,Stopped,Proceeding Straight,4.52635197082513,SUV, , , , , , , ,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.7623425156294,18697.817210468333,Unknown,Unknown,Fatality
Consumer,8:51,"Other, see Narrative",Highway / Freeway,54.4781943809753,MN , , ,Y, , , ,"Other, see Narrative","Other, see Narrative",Proceeding Straight,Unknown,3.827541362760238,Non-Motorist: Other, , , , , ,Y,Y,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.7639948470992,18698.019617244998,Unknown,Unknown,Fatality
Consumer,2:44,Daylight,Parking Lot,36.50933515188996,NC ,Y, , , , , ,"Other, see Narrative",Unknown,Stopped,Stopped,7.207558873634487,Passenger Car, ,Y, , , , ,Y,Y,Unknown,Unknown,Yes,ADAS,No,Tesla,2020.0448255138933,18697.984107881777,Unknown,Unknown,Fatality
Consumer,9:26,Dark - Lighted,Street,47.224043602624434,CA ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,5.558957966189603,"Other, see Narrative", ,Y, , , , ,Y,Y,Unknown,Unknown,Yes,ADAS,No,Tesla,2019.094959261987,18698.04085631183,Unknown,Unknown,Fatality
Consumer,8:36,"Other, see Narrative",Highway / Freeway,45.37825069717911,MN ,Y, , , , , ,Unknown,Traffic Incident,Stopped,Stopped,3.7644654355316676,Passenger Car,Y, , , , , ,Y, ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.3798535946194,18698.034913974625,Unknown,Unknown,Fatality
Consumer,20:30,"Other, see Narrative",Highway / Freeway,46.787409202091766,KY ,Y, , , , , ,Unknown,Unknown,Stopped,Proceeding Straight,5.967379296755767,Non-Motorist: Cyclist, , , , , , , ,Y,Unknown,Unknown,Unknown,ADAS,Yes,Tesla,2019.9291169082906,18698.01259288013,Unknown,Unknown,Fatality
Consumer,Unknown,Daylight,Highway / Freeway,55.00457164242368,TN ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,8.061694661052162,Other Fixed Object, ,Y, , , , ,Y, ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.919115380477,18698.14902726716,Unknown,Unknown,Fatality
Consumer,6:54,Daylight,Highway / Freeway,54.38574996086055,OK , ,Y, , , , ,Dry,"Other, see Narrative",Proceeding Straight,Stopped,5.060395215263359,Non-Motorist: Cyclist, , , , , , ,Y, ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.8389156632297,18698.007849601105,Unknown,Unknown,Fatality
Consumer,9:02,Unknown,Parking Lot,26.916861574105877,DC , , , ,Y, , ,Dry,No Unusual Conditions,Unknown,Traveling Wrong Way,1.8712786413376437,"Other, see Narrative", , , , , , ,Y,Y,Unknown,Unknown,Yes,ADAS,No,Tesla,2019.785521523107,18698.01672362015,Unknown,Unknown,Fatality
Consumer,11:46,Daylight,Highway / Freeway,55.22789492187943,SC ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,7.754803025536024,Passenger Car, ,Y, , ,Y, ,Y,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.9639389990762,18698.06801215112,Unknown,Unknown,Fatality
Consumer,8:55,Dawn / Dusk,Rural Road,34.73830518970307,KY ,Y, , , , , ,Unknown,No Unusual Conditions,Proceeding Straight,Proceeding Straight,6.584911273965869,"Other, see Narrative", ,Y,Y, , , ,Y,Y,Unknown,Unknown,Yes,ADAS,No,Tesla,2019.6747120199698,18698.129869389693,Unknown,Unknown,Fatality
Consumer,7:35,Daylight,Intersection,51.81857209885452,NY ,Y, , , , , ,"Other, see Narrative",Traffic Incident,Proceeding Straight,Stopped,6.140172107841423,Pickup Truck, , , , , ,Y, , ,Unknown,Unknown,Unknown,ADS,No,Tesla,2018.9349949853406,18697.543940188825,Unknown,Unknown,Fatality
Consumer,11:46,Daylight,Highway / Freeway,55.015917351765665,SC ,Y, , , , , ,Unknown,No Unusual Conditions,Proceeding Straight,Proceeding Straight,7.884531220416681,"Other, see Narrative", ,Y, , , , ,Y,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2020.1595935595215,18698.034937041542,Unknown,Unknown,Fatality
Consumer,05:15,Unknown,Highway / Freeway,50.557072893228636,NY ,Y, , , , , ,Snow / Slush / Ice,No Unusual Conditions,Unknown,Proceeding Straight,7.627644775253312,Motorcycle,Y, , , , , ,Y,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.2053068240427,18698.149302373233,Unknown,Unknown,Fatality
Consumer,22:45,Dark - Not Lighted,Street,46.517710806672525,CA , , , ,Y, , ,Unknown,No Unusual Conditions,Stopped,"Other, see Narrative",6.684390131709026,"Other, see Narrative", ,Y, , , , , ,Y,Unknown,Unknown,Yes,ADAS,No,Tesla,2019.9644697733536,18697.969022051515,Unknown,Unknown,Fatality
Consumer,8:55,Unknown,Parking Lot,37.54784861361749,LA ,Y, , , , , ,Snow / Slush / Ice,"Other, see Narrative",Unknown,Stopped,4.023513511497795,Pole / Tree, ,Y, , , , ,Y, ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2019.053699402262,18698.002839717003,Unknown,Unknown,Fatality
Consumer,2:19,Unknown,Highway / Freeway,30.42388792604904,PA ,Y, , , , , ,Snow / Slush / Ice,"Other, see Narrative",Proceeding Straight,Unknown,5.860021435003079,"Other, see Narrative", , , , , , ,Y, ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2020.1145705002143,18697.890694920243,Unknown,Unknown,Fatality
Consumer,Unknown,Unknown,Unknown,25.058314731916855,ID , , , ,Y, , ,Unknown,Unknown,Unknown,Unknown,3.514506134272959,Pickup Truck, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2018.2367141964355,18063.323398694338,Unknown,Unknown,Fatality
Consumer,4:29,Unknown,Traffic Circle,24.904486070720345,CT ,Y, , , , , ,Unknown,Unknown,"Other, see Narrative",Unknown,3.5381635519234935,Passenger Car, , , , , ,Y, , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2018.250688692544,16548.06395764739,Unknown,Unknown,Fatality
Consumer,Unknown,Dark - Lighted,Traffic Circle,24.856579610132204,ID , , , ,Y, , ,"Other, see Narrative",Unknown,Stopped,Unknown,1.8992162203778384,Passenger Car, , , , , , ,Y,Y,Unknown,Unknown,Unknown,ADAS,No,Tesla,2017.5380529183917,17864.656156397483,Unknown,Unknown,Fatality
Consumer,2:07,Unknown,Street,24.91538401255413,ID , , ,Y, , , ,Unknown,Unknown,Unknown,Unknown,3.6578540283205836,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2017.968500247564,16482.41264742215,Unknown,Unknown,Fatality
Consumer,23:21,Unknown,Unknown,24.96197252311787,IL , , , , , , ,Unknown,Unknown,Unknown,Unknown,3.471271587945083,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Subaru,2017.0418502624273,16057.952740016934,Unknown,Unknown,Fatality
Consumer,Unknown,Unknown,Unknown,24.856359628968402,NY ,Y, , , , , ,Unknown,Unknown,Unknown,Unknown,3.4505981723215964,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2016.6745137917073,15923.028684628325,Unknown,Unknown,Fatality
Consumer,Unknown,Unknown,Unknown,24.93022290477159,CA , ,Y, , , , ,Unknown,Unknown,Unknown,Unknown,3.3763814515855315,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Tesla,2017.1296370575376,15922.853518248092,Unknown,Unknown,Fatality
Consumer,11:46,Unknown,Unknown,25.13904040558917,NY , , ,Y, , , ,Unknown,Unknown,Unknown,Unknown,3.7538357064705616,Passenger Car, , , , , , , , ,Unknown,Unknown,Unknown,ADAS,No,Tesla,2017.0152853392044,15922.928905039611,Unknown,Unknown,Fatality
